Number,Number1,Number2,Zip,Number3,Number4,Number5,Number6,Latitude,Longitude,mn_earn_wne_male1_p6,count_nwne_p8,count_wne_p8,mn_earn_wne_p8,md_earn_wne_p8,HI_INC_WDRAW_4YR_TRANS_YR4_RT
119456,1112300,11123,90247,0,1,2,1,33.8931,-118.2929,24600,427,1557,23900,22400,PrivacySuppressed
119465,809000,8090,91803,0,1,3,1,34.0802,-118.1487,26100,328,1233,24600,23600,0
119508,449400,4494,92408,0,1,1,1,34.0598,-117.2822,22600,438,1313,22500,19800,0
119544,2518400,25184,95127-3823,0,1,1,3,37.3591,-121.8159,32900,27,162,36100,30300,0
119553,2542300,25423,94608-2008,0,1,1,1,37.8419,-122.2877,29700,156,513,32300,26100,0
119605,1146000,11460,92037-1011,0,1,1,3,32.9095,-117.2442,55800,383,3313,54100,54200,PrivacySuppressed
119775,3043900,30439,92101,0,1,1,3,32.7133,-117.1533,PrivacySuppressed,9,41,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed
119845,713000,7130,91344-7401,0,1,1,1,34.2575,-118.4995,PrivacySuppressed,37,141,24000,18600,0
119951,718700,7187,95350-2381,0,1,1,1,37.6778,-120.9928,PrivacySuppressed,42,89,20100,17500,0
120069,1287200,12872,91768,0,1,2,1,34.0621,-117.751,PrivacySuppressed,98,282,26800,24700,0
120078,1170700,11707,91790,0,1,2,1,34.0721,-117.9496,26500,213,680,26800,25100,0
120087,2591600,25916,91101,0,1,1,1,34.1469,-118.1393,PrivacySuppressed,60,182,23800,20700,0
120184,117900,1179,94002-1908,0,1,1,3,37.5175,-122.2846,46800,46,338,51600,47500,PrivacySuppressed
120254,124900,1249,90041-3392,0,1,1,3,34.1262,-118.2108,38700,43,385,46300,41100,PrivacySuppressed
120272,1298900,12989,92054-5356,0,1,1,1,33.1789,-117.3653,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,0
120290,448100,4481,94539-0390,0,1,1,2,37.528,-121.9146,32700,166,578,41900,33700,PrivacySuppressed
120342,125000,1250,92626,0,1,1,2,33.6702,-117.9114,29200,458,1990,34900,30900,PrivacySuppressed
120403,125100,1251,90045-3505,0,1,1,3,33.9566,-118.4166,37800,72,331,45400,42400,PrivacySuppressed
120421,1284200,12842,93033-6699,0,1,1,2,34.1649,-119.1555,27700,224,1073,28800,26700,NULL
120537,125200,1252,92831-3199,0,1,1,3,33.8762,-117.8857,38300,78,394,37100,33000,PrivacySuppressed
120661,793000,7930,92113-1964,0,1,1,1,32.7041,-117.1019,29800,175,550,28200,26800,PrivacySuppressed
120698,2138300,21383,94304-1337,0,1,1,3,37.3833,-122.186,PrivacySuppressed,NULL,NULL,NULL,NULL,0
120740,125400,1254,94708-1597,0,1,1,4,37.8982,-122.2602,NULL,NULL,NULL,NULL,NULL,NULL
120768,125500,1255,91103,0,1,1,3,34.1515,-118.1609,PrivacySuppressed,10,113,41500,41100,0
120795,125600,1256,94709,0,1,1,4,37.8766,-122.2633,NULL,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,NULL
120838,3163300,31633,90010,0,1,1,3,34.0617,-118.2996,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,0
120865,125800,1258,94508-9707,0,1,1,3,38.5741,-122.4496,40800,47,494,51400,44600,0.093167702
120883,132900,1329,95211-0197,0,1,1,3,37.9806,-121.3073,70600,111,1339,75600,64000,0.033444816
120953,125900,1259,92225,0,1,1,1,33.6615,-114.6517,PrivacySuppressed,84,171,26700,22700,NULL
120971,126000,1260,92069-1487,0,1,1,1,33.1502,-117.1817,31000,258,980,33500,29100,PrivacySuppressed
121017,2059800,20598,94520,0,1,1,1,37.9722,-122.0435,PrivacySuppressed,15,24,PrivacySuppressed,PrivacySuppressed,NULL
121044,126100,1261,91106-2003,0,1,1,2,34.1446,-118.1182,26700,782,3417,32800,27900,PrivacySuppressed
121150,1014900,10149,90263,0,1,1,3,34.0419,-118.7077,66100,101,991,65400,52100,PrivacySuppressed
121257,117200,1172,91711-6101,0,1,1,3,34.1034,-117.7059,PrivacySuppressed,18,157,37100,34700,0
121275,2304300,23043,92115-3919,0,1,1,2,32.7637,-117.0635,PrivacySuppressed,50,181,36100,31200,0
121309,126200,1262,92106-2899,0,1,1,3,32.7133,-117.2512,42100,101,800,46900,43900,0.043478261
121345,117300,1173,91711-6319,0,1,1,3,34.0983,-117.7119,42000,13,117,53400,43100,0
121363,126800,1268,93257,0,1,1,2,36.0493,-119.0144,26700,247,910,28700,23700,0
121381,1162600,11626,90502,0,1,3,3,33.8518,-118.2898,30300,52,195,31900,27200,PrivacySuppressed
121433,1298400,12984,91731,0,1,1,1,34.075,-118.038,PrivacySuppressed,57,121,15300,12800,0
121619,128400,1284,92706-3398,0,1,1,2,33.7592,-117.8884,31000,339,1675,33200,29100,PrivacySuppressed
121628,1044100,10441,90407-2138,0,1,1,4,34.01,-118.4905,NULL,NULL,NULL,NULL,NULL,NULL
121637,4161700,41617,96003,0,1,1,1,40.5969,-122.387,NULL,NULL,NULL,NULL,NULL,NULL
121691,132200,1322,92373-0999,0,1,1,3,34.0636,-117.1638,45800,120,1164,50000,47100,PrivacySuppressed
121707,118500,1185,95501-9300,0,1,1,2,40.6967,-124.1951,25900,601,1306,28300,22900,PrivacySuppressed
121859,720300,7203,91786,0,1,1,1,34.1084,-117.6311,PrivacySuppressed,7,31,PrivacySuppressed,PrivacySuppressed,0
121868,1309500,13095,92879,0,1,3,1,33.8832,-117.5135,PrivacySuppressed,16,33,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed
121886,126900,1269,90601-1616,0,1,1,2,34.0199,-118.0333,31900,461,2246,34200,29600,0
121901,127000,1270,92506,0,1,1,2,33.9715,-117.3805,29800,1049,3781,32000,26700,PrivacySuppressed
121983,2179908,21799,94501,0,0,28,3,37.7812,-122.2675,41900,205,1279,41400,36700,PrivacySuppressed
121992,1294200,12942,91770-1639,0,1,1,1,34.0808,-118.0828,PrivacySuppressed,76,191,16400,11900,NULL
122117,3109500,31095,90020-1704,0,1,1,4,34.0662,-118.2899,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,NULL
122180,123300,1233,95822-1386,0,1,1,2,38.5419,-121.4917,28500,763,2402,34200,28800,PrivacySuppressed
122205,891800,8918,92692-3635,0,1,1,1,33.5519,-117.6649,32400,193,789,36400,31100,PrivacySuppressed
122296,701200,7012,94609,0,1,1,3,37.82,-122.2669,99300,22,274,106100,108200,PrivacySuppressed
122339,127300,1273,92101-4787,0,1,1,2,32.7189,-117.1516,28300,861,2240,29500,24800,PrivacySuppressed
122366,3010611,30106,92008,0,0,31,2,33.1229,-117.2834,27800,1259,4911,25900,23100,PrivacySuppressed
122375,127500,1275,92111-4998,0,1,1,2,32.8049,-117.1691,33400,505,2146,36200,31000,PrivacySuppressed
122384,1182000,11820,92126-2999,0,1,1,2,32.9095,-117.1209,34500,172,665,39400,34000,0
122409,115100,1151,92182,0,1,2,3,32.7753,-117.0712,42400,711,6425,47300,44000,0.016393443
122436,1039500,10395,92110-2492,0,1,1,3,32.7714,-117.1887,53400,134,1290,61800,53400,0.033557047
122454,394800,3948,94133-2299,0,1,1,3,37.8036,-122.417,27000,54,139,30200,27700,PrivacySuppressed
122506,127800,1278,94102-6011,0,1,1,3,37.7753,-122.4201,PrivacySuppressed,6,44,PrivacySuppressed,PrivacySuppressed,0
122597,115400,1154,94132,0,1,1,3,37.7213,-122.4779,38300,896,6041,45800,42100,PrivacySuppressed
122603,127900,1279,94960-0000,0,1,1,4,37.9696,-122.5643,PrivacySuppressed,NULL,NULL,NULL,NULL,NULL
122612,132500,1325,94117-1080,0,1,1,3,37.7756,-122.451,61100,157,1397,62000,53300,PrivacySuppressed
122649,2500000,25000,93612-1312,0,1,1,4,36.824,-119.6978,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,NULL
122658,128000,1280,95207,0,1,2,2,37.9946,-121.3172,26300,984,2901,31200,26300,PrivacySuppressed
12265801,128001,1280,95231,0,0,2,0,NULL,NULL,26300,984,2901,31200,26300,PrivacySuppressed
122685,2120700,21207,93291-9283,0,1,12,2,36.328,-119.385,36300,840,3003,30100,25500,PrivacySuppressed
12268501,2120705,21207,932304523,0,0,12,0,NULL,NULL,36300,840,3003,30100,25500,PrivacySuppressed
12268502,2120700,21207,93291,0,1,12,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,PrivacySuppressed
122694,2120703,21207,93309,0,0,12,2,35.3528,-119.0623,36300,840,3003,30100,25500,PrivacySuppressed
122728,128100,1281,95765-3707,0,1,1,3,38.8197,-121.2923,42600,32,181,37100,30300,PrivacySuppressed
122746,128200,1282,95128-2798,0,1,1,2,37.3163,-121.9297,30200,221,749,29000,24300,PrivacySuppressed
122755,115500,1155,95192-0001,0,1,1,3,37.3352,-121.8812,45400,575,4353,52000,48100,PrivacySuppressed
122791,118100,1181,94402-3784,0,1,1,1,37.5344,-122.3361,34800,151,574,38900,32900,0
122834,2577900,25779,93309,0,1,1,2,35.3595,-119.0613,35300,158,351,25900,23700,0
122843,3072700,30727,90010,0,1,3,3,34.0614,-118.2933,27500,333,1585,30300,26500,PrivacySuppressed
122852,2578000,25780,93454,0,1,1,1,34.4039,-119.6997,PrivacySuppressed,97,285,27000,27100,0
122889,128500,1285,93109-2394,0,1,1,2,34.4068,-119.698,31500,348,1374,36100,30500,PrivacySuppressed
122931,132600,1326,95053,0,1,2,3,37.3527,-121.9382,53900,84,953,69200,61500,PrivacySuppressed
12293101,132604,1326,94709,0,0,2,0,NULL,NULL,53900,84,953,69200,61500,PrivacySuppressed
122977,128600,1286,90405-1628,0,1,1,1,34.019,-118.4704,28800,425,1974,33200,27700,PrivacySuppressed
123013,128700,1287,95401-4395,0,1,1,1,38.4542,-122.7207,32900,382,1344,38500,32400,PrivacySuppressed
123095,2120600,21206,94111-1920,0,1,1,4,37.7984,-122.4001,PrivacySuppressed,NULL,NULL,NULL,NULL,NULL
123165,117400,1174,91711-3905,0,1,1,3,34.1037,-117.7113,PrivacySuppressed,22,133,43800,38800,PrivacySuppressed
123208,719000,7190,94539,0,1,1,1,37.4693,-121.9194,34400,438,1872,38600,36200,PrivacySuppressed
123217,118600,1186,93277-2214,0,1,1,2,36.323,-119.3148,27200,637,2340,28200,22900,PrivacySuppressed
123280,2359300,23593,96002,0,1,1,3,40.5642,-122.3157,PrivacySuppressed,12,28,PrivacySuppressed,PrivacySuppressed,NULL
123299,128900,1289,96003,0,1,1,2,40.6257,-122.318,27000,588,1376,28800,23600,PrivacySuppressed
123341,129000,1290,95677-3397,0,1,1,2,38.7928,-121.2126,29100,658,1794,31500,25400,PrivacySuppressed
123350,2064300,20643,95340,0,1,1,1,37.3066,-120.4957,PrivacySuppressed,35,87,15500,13000,0
123396,2188400,21884,93726,0,1,1,1,36.8028,-119.773,PrivacySuppressed,32,86,28100,25200,PrivacySuppressed
123448,177212,1772,92705,0,0,3,4,33.7661,-117.8521,34500,79,573,41300,37200,PrivacySuppressed
123457,129100,1291,96003-8606,0,1,1,3,40.6133,-122.333,34300,85,550,32300,28000,PrivacySuppressed
123484,118700,1187,96094-2899,0,1,1,2,41.4138,-122.3892,27600,178,468,28300,22300,PrivacySuppressed
123493,950900,9509,95824-1529,0,1,1,1,38.5165,-121.4411,23700,378,646,27300,25000,0
123509,771300,7713,94066-1698,0,1,1,2,37.6305,-122.466,32300,180,815,37900,34200,PrivacySuppressed
123527,127200,1272,92410-2798,0,1,1,2,34.0887,-117.3138,27800,988,2649,29000,24300,0
123554,130200,1302,94575,0,1,1,3,37.84,-122.1068,44900,122,1152,57800,50300,PrivacySuppressed
123563,129200,1292,94534-3197,0,1,1,2,38.2355,-122.1202,31600,356,1031,35800,30100,PrivacySuppressed
123572,115600,1156,94928-3609,0,1,1,3,38.341,-122.6733,39600,244,1889,43600,40800,PrivacySuppressed
123581,2608900,26089,91803,0,1,2,1,34.0815,-118.1505,PrivacySuppressed,9,32,PrivacySuppressed,PrivacySuppressed,0
12358101,2608901,26089,95670,0,0,2,0,NULL,NULL,PrivacySuppressed,9,32,PrivacySuppressed,PrivacySuppressed,0
123633,2597300,25973,92801-1701,0,1,1,3,33.8479,-117.9587,PrivacySuppressed,36,72,30100,18200,NULL
123642,2277400,22774,92868-2609,0,1,1,1,33.7879,-117.8741,PrivacySuppressed,56,197,32700,30900,0
123651,129300,1293,92626,0,1,1,3,33.6627,-117.9009,40900,116,710,38000,33900,PrivacySuppressed
123679,807100,8071,92840-9201,0,1,1,1,33.7747,-117.9384,53600,153,772,39200,35100,PrivacySuppressed
123800,129400,1294,91910-7299,0,1,1,2,32.6416,-116.9972,28700,524,2436,30500,26800,0
123916,408000,4080,94709-1209,0,1,1,4,37.8769,-122.2618,NULL,NULL,NULL,NULL,NULL,NULL
123943,123000,1230,92831-1699,0,1,1,4,33.8898,-117.8862,PrivacySuppressed,2,97,80800,79700,NULL
123952,2075800,20758,90013-1822,0,1,1,3,34.0437,-118.2327,PrivacySuppressed,16,58,44200,46900,0
123961,132800,1328,90089,0,1,1,3,34.0211,-118.2839,69600,462,4462,74400,62300,PrivacySuppressed
123970,129500,1295,90010-1106,0,1,1,4,34.0616,-118.2884,89200,26,214,82500,74600,NULL
124113,130900,1309,93268,0,1,1,2,35.1489,-119.4618,35400,62,305,34600,29200,0
124283,128800,1288,91711-3199,0,1,1,4,34.1076,-117.7153,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,0
124292,2358000,23580,93060,0,1,1,3,34.429,-119.0871,PrivacySuppressed,28,70,34800,33200,PrivacySuppressed
124344,2054900,20549,92630,0,1,3,1,33.6193,-117.7047,PrivacySuppressed,15,36,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed
12434401,2054902,20549,933095001,0,0,3,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,PrivacySuppressed
12434402,2054903,20549,932775001,0,0,3,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
124487,3403300,34033,95841,0,1,1,2,38.6456,-121.3629,PrivacySuppressed,19,52,32500,28700,0
124681,2559300,25593,90255,0,1,9,1,33.9861,-118.2262,25400,1584,5025,24600,23100,PrivacySuppressed
12468104,2559304,25593,917642409,0,0,9,0,NULL,NULL,25400,1584,5025,24600,23100,PrivacySuppressed
12468105,2559305,25593,913162409,0,0,9,0,NULL,NULL,25400,1584,5025,24600,23100,PrivacySuppressed
12468106,2559309,25593,919102409,0,0,9,0,NULL,NULL,25400,1584,5025,24600,23100,PrivacySuppressed
12468107,2559310,25593,917312409,0,0,9,0,NULL,NULL,25400,1584,5025,24600,23100,PrivacySuppressed
12468108,2559312,25593,928012409,0,0,9,0,NULL,NULL,25400,1584,5025,24600,23100,PrivacySuppressed
12468109,2502700,25027,322072409,0,1,1,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
12468110,2559315,25593,302602409,0,0,9,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
12468111,2559317,25593,920693587,0,0,9,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
12468112,2559318,25593,952073587,0,0,9,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
124706,853700,8537,92408-3403,0,1,1,1,34.0672,-117.284,39000,293,1006,27900,25900,0
124779,1244600,12446,90044,0,1,2,1,33.9594,-118.2921,PrivacySuppressed,41,104,17200,13400,NULL
124937,760700,7607,91606-3134,0,1,1,1,34.1865,-118.4038,45200,189,1045,40200,36500,0
125028,133400,1334,93003-3872,0,1,1,2,34.277,-119.2307,31200,267,1020,35100,30800,PrivacySuppressed
125082,2128200,21282,92395,0,1,1,1,34.5286,-117.3039,PrivacySuppressed,50,111,15600,13500,0
125091,133500,1335,92395-5850,0,1,1,2,34.4722,-117.2615,28800,843,2063,29000,23100,PrivacySuppressed
125170,2242700,22427,94704,0,1,1,2,37.8705,-122.2698,28000,283,561,32800,24600,0
125231,2504200,25042,55401,0,1,1,3,44.9788,-93.2612,65400,43,255,61700,55600,0.033766234
125310,2061600,20616,93906-2830,0,1,1,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
125462,117600,1176,93210,0,1,1,2,36.1479,-120.3567,29300,302,1122,28700,24700,PrivacySuppressed
125471,859600,8596,90230-3519,0,1,1,1,34.0056,-118.3876,28500,278,1083,31900,26900,PrivacySuppressed
125499,133800,1338,95070-5698,0,1,1,2,37.2631,-122.0097,28700,212,676,34100,30100,0
125532,974800,9748,95826,0,1,7,1,38.5618,-121.3689,30400,737,2374,29400,27600,PrivacySuppressed
125718,2276800,22768,92027,0,1,1,4,33.1214,-117.0464,PrivacySuppressed,NULL,NULL,NULL,NULL,NULL
125727,134100,1341,93108-1089,0,1,1,3,34.4493,-119.6619,40400,28,316,45600,39200,PrivacySuppressed
125763,134200,1342,90601,0,1,1,3,33.9776,-118.0284,33500,44,371,41600,38900,0.06097561
125897,134300,1343,91510-7846,0,1,1,3,34.2092,-118.3407,36600,72,470,45300,41200,0
126012,884600,8846,94704-1796,0,1,1,4,37.8682,-122.2532,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,NULL
126030,2179937,21799,92831-3014,0,0,28,4,33.8807,-117.8903,41900,205,1279,41400,36700,PrivacySuppressed
126049,1085400,10854,92101,0,1,1,4,32.7104,-117.1541,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,NULL
126076,2262400,22624,90046,0,1,1,3,34.0855,-118.3467,PrivacySuppressed,14,18,PrivacySuppressed,PrivacySuppressed,NULL
126119,134400,1344,95901,0,1,1,2,39.126,-121.5393,28500,656,2026,29600,24300,0
126164,2165200,21652,81501,0,1,1,1,39.0782,-108.5076,PrivacySuppressed,28,39,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed
126182,134500,1345,81101,0,1,1,3,37.4772,-105.8809,29500,99,752,33600,30700,0.118518519
126207,758200,7582,80632,0,1,1,1,40.409,-104.7643,34300,267,1227,33000,30600,0.131944444
126289,134600,1346,80160-9002,0,1,1,1,39.6075,-105.0186,35200,305,1234,36100,33900,PrivacySuppressed
126359,1267000,12670,80247,0,1,1,2,39.6861,-104.8753,PrivacySuppressed,130,563,29000,29400,0
126401,450300,4503,80916,0,1,4,1,38.8071,-104.7403,28400,230,660,22900,21000,PrivacySuppressed
126562,450800,4508,80217-3364,0,1,1,3,39.7464,-104.9993,53000,332,2205,60300,50100,0.062787136
126580,450900,4509,80918,0,1,1,3,38.8927,-104.8003,38300,285,1704,41300,37300,PrivacySuppressed
126605,729700,7297,80021-3465,0,1,1,2,39.9148,-105.1191,PrivacySuppressed,86,528,46500,42800,0
126614,137000,1370,80309-0017,0,1,1,3,40.0044,-105.2671,41600,547,4614,47900,41600,0.040477426
126669,940100,9401,80226,0,1,1,3,39.7117,-105.0948,44500,86,622,38800,35600,0.061904762
126678,134700,1347,80903,0,1,1,3,38.8466,-104.8242,31200,35,284,39400,34400,PrivacySuppressed
126687,887100,8871,80010-4314,0,1,2,1,39.7187,-104.8671,37800,175,686,28900,28000,0
126702,2078900,20789,80203-2983,0,1,1,3,39.7356,-104.9858,28100,543,2667,32700,28900,PrivacySuppressed
126711,450600,4506,81601-0233,0,1,1,1,39.47,-107.2375,29100,133,686,30200,27400,0.102409639
126748,135900,1359,81648-3598,0,1,1,2,40.0807,-108.7903,37400,50,254,35300,31200,PrivacySuppressed
126775,134800,1348,80401,0,1,1,3,39.7508,-105.2271,67500,52,669,78700,73000,PrivacySuppressed
126784,1157200,11572,80215-2996,0,1,1,2,39.741,-105.1039,PrivacySuppressed,46,157,36100,31000,0
126818,135000,1350,80523-0100,0,1,1,3,40.5748,-105.0808,41000,537,5053,44200,39500,0.034668261
126827,1014800,10148,80907-3812,0,1,7,3,38.8943,-104.8339,48400,822,4613,55400,46000,PrivacySuppressed
12682701,1014815,10148,81003,0,0,7,0,NULL,NULL,48400,822,4613,55400,46000,PrivacySuppressed
126854,966407,9664,80226,0,0,14,1,39.7228,-105.0821,PrivacySuppressed,48,156,20300,17500,0
126863,2276900,22769,80011-9036,0,1,1,2,39.7178,-104.8019,31900,237,1054,33200,30100,0.126436782
126872,2594300,25943,80222,0,1,5,2,39.6916,-104.9412,24700,266,862,24300,22300,PrivacySuppressed
126915,2156200,21562,81416,0,1,1,1,38.7025,-108.0311,PrivacySuppressed,37,149,37100,32900,PrivacySuppressed
126924,2296004,22960,80031-2901,0,0,3,2,39.8599,-105.0651,PrivacySuppressed,55,166,33600,29000,0
126942,954200,9542,80204-2026,0,1,1,2,39.7414,-105.003,26600,624,1862,31300,26900,0.134969325
126951,793806,7938,80239,0,0,9,1,39.7081,-105.001,31900,194,1226,36000,33300,PrivacySuppressed
126979,135200,1352,80120,0,1,1,4,39.6006,-105.0224,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,NULL
127024,754800,7548,80221,0,1,4,3,39.8304,-104.9864,34200,930,4136,35400,31200,PrivacySuppressed
127060,137100,1371,80208,0,1,1,3,39.696,-104.9646,47600,158,1392,53700,47600,PrivacySuppressed
127158,559600,5596,80204-2197,0,1,1,1,39.741,-104.9953,20800,103,222,26100,23600,0
127185,135300,1353,81301-3999,0,1,1,3,37.2754,-107.867,31300,174,1278,34000,30300,0.086792453
127200,793300,7933,80031,0,1,1,1,39.9018,-105.0394,33000,638,3129,34800,31200,0.099841521
127219,2267500,22675,81601,1,1,1,1,39.5619,-107.3591,PrivacySuppressed,11,56,24500,16000,0
127228,2518500,25185,80525,0,1,1,1,40.4972,-105.0765,PrivacySuppressed,28,109,19700,16700,0
127273,135400,1354,80210-4798,0,1,1,4,39.6775,-104.9606,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,NULL
127316,1285000,12850,80918-3684,0,1,1,1,38.9136,-104.7863,PrivacySuppressed,79,244,20500,17500,0
127389,135500,1355,81052-3999,0,1,1,2,38.0581,-102.6156,29100,78,330,28800,25100,PrivacySuppressed
127556,135800,1358,81501-3122,0,1,1,3,39.0764,-108.5403,38500,287,1655,36200,32400,PrivacySuppressed
127565,136000,1360,80217-3362,0,1,1,3,39.7422,-105.0024,36400,864,4688,38200,34900,PrivacySuppressed
127617,998100,9981,80701,0,1,1,1,40.2588,-103.7718,37200,83,341,31300,26100,PrivacySuppressed
127653,2117500,21175,80302-6697,0,1,1,3,40.0148,-105.2671,PrivacySuppressed,50,155,24100,19600,PrivacySuppressed
127680,405702,4057,80920,0,0,31,3,38.9527,-104.7908,42100,375,2089,36600,32100,0.081504702
127699,405703,4057,80222-3308,0,0,31,2,39.692,-104.9416,42100,375,2089,36600,32100,0.081504702
127714,1300700,13007,80910-3704,0,1,1,3,38.8141,-104.7511,PrivacySuppressed,38,153,32000,29700,PrivacySuppressed
127732,136100,1361,80751-2944,0,1,1,2,40.6369,-103.1975,33300,72,606,31600,29000,0.121212121
127741,134900,1349,80639,0,1,1,3,40.4032,-104.7017,34600,317,2900,38800,36200,0.077267637
127778,136200,1362,81050,0,1,1,1,37.9712,-103.5448,27900,155,580,28000,23900,PrivacySuppressed
127787,450700,4507,80229,0,1,2,1,39.8616,-104.9854,27500,709,2327,27200,26000,PrivacySuppressed
127820,889600,8896,80906-5498,0,1,1,2,38.7643,-104.7873,31600,729,2449,30700,27200,PrivacySuppressed
127839,863500,8635,80919,0,1,1,2,38.8658,-104.7562,25400,112,378,24200,23500,0
127884,2116300,21163,81004-1499,0,1,1,1,38.2635,-104.6364,28300,638,2131,29300,25300,PrivacySuppressed
127909,954300,9543,80228-1255,0,1,1,1,39.7203,-105.1501,38000,264,1023,36500,31400,0.094827586
127918,136300,1363,80221-1099,0,1,1,3,39.7898,-105.0314,57500,196,1685,53900,49100,PrivacySuppressed
127945,764900,7649,80214,0,1,1,3,39.7433,-105.0699,30100,38,202,28700,25000,PrivacySuppressed
127954,3306300,33063,80301,0,1,1,1,39.965,-105.2531,PrivacySuppressed,6,30,PrivacySuppressed,PrivacySuppressed,0
128106,136500,1365,81001-4901,0,1,1,3,38.3092,-104.5798,35600,186,1321,35300,33700,0.052272727
128151,1287500,12875,80011-9307,0,1,1,1,39.7235,-104.79,PrivacySuppressed,30,117,27700,25900,NULL
128179,2253700,22537,80909-6096,0,1,1,2,38.8322,-104.7872,PrivacySuppressed,77,269,31200,28900,0
128188,3066900,30669,81506,0,1,1,2,39.1163,-108.5306,31800,117,344,22700,19000,PrivacySuppressed
128258,136800,1368,81082,0,1,1,1,37.1729,-104.5122,29400,244,846,27300,23900,PrivacySuppressed
128337,757306,7573,80233,0,0,13,1,39.9149,-104.9435,PrivacySuppressed,46,165,20100,18300,PrivacySuppressed
128391,137200,1372,81231,0,1,1,3,38.5474,-106.9197,31100,78,773,34000,30100,0.076086957
128498,137400,1374,06511-1189,0,1,1,3,41.3325,-72.9238,49400,67,740,52700,48900,PrivacySuppressed
128540,887300,8873,6810,0,1,1,1,41.3876,-73.4421,PrivacySuppressed,12,44,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed
128577,1115000,11150,6082,0,1,1,1,41.9984,-72.5702,29500,21,162,31800,29200,PrivacySuppressed
128674,2074000,20740,06405-4103,0,1,6,1,41.2786,-72.8482,27800,725,2598,27000,25800,0
128683,940700,9407,06489-1057,0,1,2,2,41.6323,-72.9202,28200,53,316,33900,30100,PrivacySuppressed
128726,618100,6181,6610,0,1,1,1,41.1894,-73.1652,PrivacySuppressed,5,140,65100,67000,0
128744,141600,1416,06604-5620,0,1,1,3,41.1656,-73.1894,33300,72,537,40200,37600,0.09375
128771,137800,1378,6050,0,1,1,3,41.6903,-72.7701,38800,183,2273,43000,41200,0.034525277
128780,3234300,32343,6053,0,1,1,3,41.6882,-72.768,47900,48,316,42900,38500,0
128896,2316600,23166,06111-3975,0,1,3,1,41.6851,-72.7107,38800,72,410,34700,29900,PrivacySuppressed
128902,137900,1379,06320-4196,0,1,1,3,41.3798,-72.1073,42300,35,292,48700,44500,PrivacySuppressed
128957,1041700,10417,6108,0,1,1,1,41.7712,-72.6424,PrivacySuppressed,70,178,20700,16400,0
129002,730500,7305,6405,0,1,1,1,41.2773,-72.8549,PrivacySuppressed,43,181,34900,31100,PrivacySuppressed
129020,141700,1417,6269,0,1,4,3,41.8082,-72.2495,48300,320,4800,54100,49700,0.024781341
129154,2244900,22449,6118,0,1,1,2,41.7441,-72.6403,38300,232,1001,36200,30900,PrivacySuppressed
129181,730306,7303,6088,0,0,6,1,41.9242,-72.5969,PrivacySuppressed,127,776,35100,33900,PrivacySuppressed
129215,142500,1425,6226,0,1,1,3,41.7217,-72.2188,36900,99,1364,40600,39500,0.062903226
129242,138500,1385,06824-5195,0,1,1,3,41.1607,-73.2578,55800,41,852,66100,60200,PrivacySuppressed
129349,2112700,21127,6473,0,1,1,1,41.3945,-72.8575,PrivacySuppressed,30,116,25700,23600,0
129367,763500,7635,6103,0,1,1,2,41.7684,-72.6727,27800,169,947,32800,29800,PrivacySuppressed
129428,280301,2803,6120,0,0,2,4,41.7735,-72.6739,65000,99,1473,71900,70100,PrivacySuppressed
129482,2106600,21066,06110-1922,0,1,4,1,41.727,-72.7258,27700,71,336,25600,24700,0
129491,138700,1387,06105-2260,0,1,1,4,41.7699,-72.7078,NULL,NULL,NULL,NULL,NULL,NULL
129525,142200,1422,06117-1599,0,1,1,3,41.7965,-72.715,38800,139,1677,41800,39400,0.071535022
